"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto","test"
"1","bauhaus crisol de modernidad","BCC",179390,"NULL","8449312280","english","NULL","IIT"
"2","bauhaus crisol de modernidad","BCC",130361,"","8449312280","english","",""
"3","bauhaus crisol de modernidad","BCC",138673,"NULL","8449312280","english","NULL","IIT"
"4","bauhaus crisol de modernidad","BCC",119710,"Licenciatura en Diseño Gráfico ","8449312280","english","IADA ","Licenciatura en Diseño Gráfico "
"5","bauhaus crisol de modernidad","BCC",254785,"NULL","8449312280","english","NULL","IIT"
"6","bauhaus crisol de modernidad","BCC",138442,"","8449312280","english","",""
"7","bauhaus crisol de modernidad","BCC",179390,"NULL","9788449312281","english","NULL","IIT"
"8","bauhaus crisol de modernidad","BCC",130361,"","9788449312281","english","",""
"9","bauhaus crisol de modernidad","BCC",138673,"NULL","9788449312281","english","NULL","IIT"
"10","bauhaus crisol de modernidad","BCC",119710,"Licenciatura en Diseño Gráfico ","9788449312281","english","IADA ","Licenciatura en Diseño Gráfico "
"11","bauhaus crisol de modernidad","BCC",254785,"NULL","9788449312281","english","NULL","IIT"
"12","bauhaus crisol de modernidad","BCC",138442,"","9788449312281","english","",""
"13","statistics for engineers and scientists","BCC",119527,"Licenciatura en Nutrición","0071214925","english","ICB","P. LIC. NUTRICION"
"14","statistics for engineers and scientists","BCC",254785,"NULL","0071214925","english","NULL","IIT"
"15","harry potter and the prisoner of azkaban","BCC",176290," Licenciatura en Educación","9780439136365","english"," ICSA"," Licenciatura en Educación"
"16","harry potter and the prisoner of azkaban","BCC",176290," Licenciatura en Educación","0439136369","english"," ICSA"," Licenciatura en Educación"
"17","formulation implementation and control of competitive strategy","BCC",912599,"NULL","0072946881","english","NULL","IIT"
"18","formulation implementation and control of competitive strategy","BCC",912599,"NULL","0072980087","english","NULL","IIT"
"19","formulation implementation and control of competitive strategy","BCC",912599,"NULL","0071111743","english","NULL","IIT"
"20","research in education a conceptual introduction","BCC",17861,"NULL","0321080874","english","NULL","IIT"
"21","research in education a conceptual introduction","BCC",18597,"NULL","0321080874","english","NULL","IIT"
"22","photographs then and now","BCC",201045," Licenciatura en Publicidad","0792272021","english"," IADA"," Licenciatura en Publicidad"
"23","photographs then and now","BCC",201045," Licenciatura en Publicidad","9780792272021","english"," IADA"," Licenciatura en Publicidad"
"24","photographs then and now","BCC",201045," Licenciatura en Publicidad","079227203","english"," IADA"," Licenciatura en Publicidad"
"25","photographs then and now","BCC",201045," Licenciatura en Publicidad","9780792272038","english"," IADA"," Licenciatura en Publicidad"
"26","bernini the sculptor of the roman baroque","BCC",126007," Licenciatura en Diseño Gráfico","0714837156","english"," IADA"," Licenciatura en Diseño Gráfico"
"27","bernini the sculptor of the roman baroque","BCC",126007," Licenciatura en Diseño Gráfico","9780714837154","english"," IADA"," Licenciatura en Diseño Gráfico"
"28","hacking y seguridad en internet","BCC",180694," Ingeniería Industrial y de Sistemas","9789701513224","english"," IIT"," Ingeniería Industrial y de Sistemas"
"29","hacking y seguridad en internet","BCC",129421,"","9789701513224","english","",""
"30","hacking y seguridad en internet","BCC",120273,"Licenciatura en Diseño Gráfico ","9789701513224","english","IADA ","Licenciatura en Diseño Gráfico "
"31","hacking y seguridad en internet","BCC",141607," Ingeniería de Software","9789701513224","english"," IIT"," Ingeniería de Software"
"32","hacking y seguridad en internet","BCC",169754," Ingeniería en Mecatrónica","9789701513224","english"," IIT"," Ingeniería en Mecatrónica"
"33","hacking y seguridad en internet","BCC",913780,"NULL","9789701513224","english","NULL","IIT"
"34","hacking y seguridad en internet","BCC",125017,"NULL","9789701513224","english","NULL","IIT"
"35","hacking y seguridad en internet","BCC",254785,"Ingeniería en Sistemas Computacionales","9789701513224","english","IIT","Ingeniería en Sistemas Computacionales"
"36","hacking y seguridad en internet","BCC",147114,"  Licenciatura en Administración de Empresas","9789701513224","english","  ICSA","  Licenciatura en Administración de Empresas"
"37","hacking y seguridad en internet","BCC",254785,"Ingeniería en Sistemas Computacionales","9789701513224","english","IIT","Ingeniería en Sistemas Computacionales"
"38","hacking y seguridad en internet","BCC",180694," Ingeniería Industrial y de Sistemas","9701513223","english"," IIT"," Ingeniería Industrial y de Sistemas"
"39","hacking y seguridad en internet","BCC",129421,"","9701513223","english","",""
"40","hacking y seguridad en internet","BCC",120273,"Licenciatura en Diseño Gráfico ","9701513223","english","IADA ","Licenciatura en Diseño Gráfico "
"41","hacking y seguridad en internet","BCC",141607," Ingeniería de Software","9701513223","english"," IIT"," Ingeniería de Software"
"42","hacking y seguridad en internet","BCC",169754," Ingeniería en Mecatrónica","9701513223","english"," IIT"," Ingeniería en Mecatrónica"
"43","hacking y seguridad en internet","BCC",913780,"NULL","9701513223","english","NULL","IIT"
"44","hacking y seguridad en internet","BCC",125017,"NULL","9701513223","english","NULL","IIT"
"45","hacking y seguridad en internet","BCC",254785,"Ingeniería en Sistemas Computacionales","9701513223","english","IIT","Ingeniería en Sistemas Computacionales"
"46","hacking y seguridad en internet","BCC",147114,"  Licenciatura en Administración de Empresas","9701513223","english","  ICSA","  Licenciatura en Administración de Empresas"
"47","hacking y seguridad en internet","BCC",254785,"Ingeniería en Sistemas Computacionales","9701513223","english","IIT","Ingeniería en Sistemas Computacionales"
"48","biochemistry","BCC",145673,"","8429174849","english","",""
"49","biochemistry","BCC",127061,"NULL","8429174849","english","NULL","IIT"
"50","biochemistry","BCC",127061,"NULL","8429174849","english","NULL","IIT"
"51","biochemistry","BCC",127095,"","8429174849","english","",""
"52","biochemistry","BCC",254785,"NULL","8429174849","english","NULL","IIT"
"53","biochemistry","BCC",127166," Licenciatura en Enfermería","8429174849","english"," ICB"," Licenciatura en Enfermería"
"54","biochemistry","BCC",913822,"NULL","8429174849","english","NULL","IIT"
"55","biochemistry","BCC",129748,"  Licenciatura en Químico Fármaco Biólogo","8429174849","english","  ICB","  Licenciatura en Químico Fármaco Biólogo"
"56","biochemistry","BCC",129748,"  Licenciatura en Químico Fármaco Biólogo","8429174849","english","  ICB","  Licenciatura en Químico Fármaco Biólogo"
"57","biochemistry","BCC",129748,"  Licenciatura en Químico Fármaco Biólogo","8429174849","english","  ICB","  Licenciatura en Químico Fármaco Biólogo"
"58","biochemistry","BCC",127123,"NULL","8429174849","english","NULL","IIT"
"59","biochemistry","BCC",129108," Licenciatura en Nutrición","8429174849","english"," ICB"," Licenciatura en Nutrición"
"60","biochemistry","BCC",127093,"  Licenciatura en Nutrición","8429174849","english","  ICB","  Licenciatura en Nutrición"
"61","biochemistry","BCC",127230,"  Licenciatura en Entrenamiento Deportivo","8429174849","english","  ICB","  Licenciatura en Entrenamiento Deportivo"
"62","biochemistry","BCC",184280," Licenciatura en Entrenamiento Deportivo","8429174849","english"," ICB"," Licenciatura en Entrenamiento Deportivo"
"63","biochemistry","BCC",127035,"","8429174849","english","",""
"64","strategic management concepts and cases","BCC",197002,"NULL","0131503499","english","NULL","IIT"
"65","strategic management concepts and cases","BCC",197002,"NULL","0131503499","english","NULL","IIT"
"66","tech talk preintermediate","BCC",145658,"","9780194574587","english","",""
"67","tech talk preintermediate","BCC",145658,"","9780194574587","english","",""
"68","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574587","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"69","tech talk preintermediate","BCC",145658,"","9780194574587","english","",""
"70","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574587","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"71","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574587","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"72","tech talk preintermediate","BCC",145658,"","019457458","english","",""
"73","tech talk preintermediate","BCC",145658,"","019457458","english","",""
"74","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","019457458","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"75","tech talk preintermediate","BCC",145658,"","019457458","english","",""
"76","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","019457458","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"77","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","019457458","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"78","tech talk preintermediate","BCC",145658,"","9780194574594","english","",""
"79","tech talk preintermediate","BCC",145658,"","9780194574594","english","",""
"80","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574594","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"81","tech talk preintermediate","BCC",145658,"","9780194574594","english","",""
"82","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574594","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"83","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574594","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"84","tech talk preintermediate","BCC",145658,"","0194574598","english","",""
"85","tech talk preintermediate","BCC",145658,"","0194574598","english","",""
"86","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0194574598","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"87","tech talk preintermediate","BCC",145658,"","0194574598","english","",""
"88","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0194574598","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"89","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0194574598","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"90","tech talk preintermediate","BCC",145658,"","9780194574600","english","",""
"91","tech talk preintermediate","BCC",145658,"","9780194574600","english","",""
"92","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574600","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"93","tech talk preintermediate","BCC",145658,"","9780194574600","english","",""
"94","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574600","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"95","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574600","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"96","tech talk preintermediate","BCC",145658,"","0194574601","english","",""
"97","tech talk preintermediate","BCC",145658,"","0194574601","english","",""
"98","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0194574601","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"99","tech talk preintermediate","BCC",145658,"","0194574601","english","",""
"100","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0194574601","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"101","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0194574601","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"102","tech talk preintermediate","BCC",145658,"","019457461","english","",""
"103","tech talk preintermediate","BCC",145658,"","019457461","english","",""
"104","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","019457461","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"105","tech talk preintermediate","BCC",145658,"","019457461","english","",""
"106","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","019457461","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"107","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","019457461","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"108","tech talk preintermediate","BCC",145658,"","9780194574617","english","",""
"109","tech talk preintermediate","BCC",145658,"","9780194574617","english","",""
"110","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574617","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"111","tech talk preintermediate","BCC",145658,"","9780194574617","english","",""
"112","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574617","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"113","tech talk preintermediate","BCC",139826,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780194574617","english","  ICSA","  Licenciatura en Pedagogía del Inglés como segunda lengua"
"114","memsmoems packaging concepts designs materials and processes","BCC",12489,"NULL","0071455566","english","NULL","IIT"
"115","memsmoems packaging concepts designs materials and processes","BCC",913262,"DOCENTE DE ENTRENAMIENTO DEPORTIVO","0071455566","english","DOCENTE DE ENTRENAMIENTO DEPORTIVO","DOCENTE DE ENTRENAMIENTO DEPORTIVO"
"116","memsmoems packaging concepts designs materials and processes","BCC",12489,"NULL","9780071455565","english","NULL","IIT"
"117","memsmoems packaging concepts designs materials and processes","BCC",913262,"DOCENTE DE ENTRENAMIENTO DEPORTIVO","9780071455565","english","DOCENTE DE ENTRENAMIENTO DEPORTIVO","DOCENTE DE ENTRENAMIENTO DEPORTIVO"
"118","tech talk elementary","BCC",143801,"NULL","9780194574532","english","NULL","IIT"
"119","tech talk elementary","BCC",145658,"","9780194574532","english","",""
"120","tech talk elementary","BCC",145658,"","9780194574532","english","",""
"121","tech talk elementary","BCC",145658,"","9780194574532","english","",""
"122","tech talk elementary","BCC",143801,"NULL","0194574539","english","NULL","IIT"
"123","tech talk elementary","BCC",145658,"","0194574539","english","",""
"124","tech talk elementary","BCC",145658,"","0194574539","english","",""
"125","tech talk elementary","BCC",145658,"","0194574539","english","",""
"126","tech talk elementary","BCC",143801,"NULL","9780194574549","english","NULL","IIT"
"127","tech talk elementary","BCC",145658,"","9780194574549","english","",""
"128","tech talk elementary","BCC",145658,"","9780194574549","english","",""
"129","tech talk elementary","BCC",145658,"","9780194574549","english","",""
"130","tech talk elementary","BCC",143801,"NULL","0194574547","english","NULL","IIT"
"131","tech talk elementary","BCC",145658,"","0194574547","english","",""
"132","tech talk elementary","BCC",145658,"","0194574547","english","",""
"133","tech talk elementary","BCC",145658,"","0194574547","english","",""
"134","tech talk elementary","BCC",143801,"NULL","9780194574556","english","NULL","IIT"
"135","tech talk elementary","BCC",145658,"","9780194574556","english","",""
"136","tech talk elementary","BCC",145658,"","9780194574556","english","",""
"137","tech talk elementary","BCC",145658,"","9780194574556","english","",""
"138","tech talk elementary","BCC",143801,"NULL","0194574555","english","NULL","IIT"
"139","tech talk elementary","BCC",145658,"","0194574555","english","",""
"140","tech talk elementary","BCC",145658,"","0194574555","english","",""
"141","tech talk elementary","BCC",145658,"","0194574555","english","",""
"142","tech talk elementary","BCC",143801,"NULL","9780194574563","english","NULL","IIT"
"143","tech talk elementary","BCC",145658,"","9780194574563","english","",""
"144","tech talk elementary","BCC",145658,"","9780194574563","english","",""
"145","tech talk elementary","BCC",145658,"","9780194574563","english","",""
"146","tech talk intermediate","BCC",179803,"NULL","9780194575416","english","NULL","IIT"
"147","tech talk intermediate","BCC",179803,"NULL","0194575411","english","NULL","IIT"
"148","tech talk intermediate","BCC",179803,"NULL","9780194575430","english","NULL","IIT"
"149","tech talk intermediate","BCC",179803,"NULL","0194575438","english","NULL","IIT"
"150","tech talk intermediate","BCC",179803,"NULL","9780194575423","english","NULL","IIT"
"151","tech talk intermediate","BCC",179803,"NULL","019457542","english","NULL","IIT"
"152","tech talk intermediate","BCC",179803,"NULL","9780194575454","english","NULL","IIT"
"153","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392204","english"," ICSA"," Licenciatura en Administración de Empresas"
"154","test it fix it","BCC",176290," Licenciatura en Educación","9780194392204","english"," ICSA"," Licenciatura en Educación"
"155","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194392201","english"," ICSA"," Licenciatura en Administración de Empresas"
"156","test it fix it","BCC",176290," Licenciatura en Educación","0194392201","english"," ICSA"," Licenciatura en Educación"
"157","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392198","english"," ICSA"," Licenciatura en Administración de Empresas"
"158","test it fix it","BCC",176290," Licenciatura en Educación","9780194392198","english"," ICSA"," Licenciatura en Educación"
"159","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194392198","english"," ICSA"," Licenciatura en Administración de Empresas"
"160","test it fix it","BCC",176290," Licenciatura en Educación","0194392198","english"," ICSA"," Licenciatura en Educación"
"161","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194389976","english"," ICSA"," Licenciatura en Administración de Empresas"
"162","test it fix it","BCC",176290," Licenciatura en Educación","9780194389976","english"," ICSA"," Licenciatura en Educación"
"163","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194389979","english"," ICSA"," Licenciatura en Administración de Empresas"
"164","test it fix it","BCC",176290," Licenciatura en Educación","0194389979","english"," ICSA"," Licenciatura en Educación"
"165","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392228","english"," ICSA"," Licenciatura en Administración de Empresas"
"166","test it fix it","BCC",176290," Licenciatura en Educación","9780194392228","english"," ICSA"," Licenciatura en Educación"
"167","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194392228","english"," ICSA"," Licenciatura en Administración de Empresas"
"168","test it fix it","BCC",176290," Licenciatura en Educación","0194392228","english"," ICSA"," Licenciatura en Educación"
"169","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392211","english"," ICSA"," Licenciatura en Administración de Empresas"
"170","test it fix it","BCC",176290," Licenciatura en Educación","9780194392211","english"," ICSA"," Licenciatura en Educación"
"171","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","019439221","english"," ICSA"," Licenciatura en Administración de Empresas"
"172","test it fix it","BCC",176290," Licenciatura en Educación","019439221","english"," ICSA"," Licenciatura en Educación"
"173","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194389983","english"," ICSA"," Licenciatura en Administración de Empresas"
"174","test it fix it","BCC",176290," Licenciatura en Educación","9780194389983","english"," ICSA"," Licenciatura en Educación"
"175","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194389987","english"," ICSA"," Licenciatura en Administración de Empresas"
"176","test it fix it","BCC",176290," Licenciatura en Educación","0194389987","english"," ICSA"," Licenciatura en Educación"
"177","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392068","english"," ICSA"," Licenciatura en Administración de Empresas"
"178","introduction to mathematical modeling","BCC",169908," Ingeniería de Software","048641180","english"," IIT"," Ingeniería de Software"
"179","introduction to mathematical modeling","BCC",160340,"NULL","048641180","english","NULL","IIT"
"180","introduction to mathematical modeling","BCC",174208," Ingeniería en Mecatrónica","048641180","english"," IIT"," Ingeniería en Mecatrónica"
"181","lumb jones veterinary anesthesia and analgesia","BCC",181323," Médico Veterinario Zootecnista","0781754712","english"," ICB"," Médico Veterinario Zootecnista"
"182","lumb jones veterinary anesthesia and analgesia","BCC",181323," Médico Veterinario Zootecnista","9780781754712","english"," ICB"," Médico Veterinario Zootecnista"
"183","test it fix it","BCC",176290," Licenciatura en Educación","9780194392068","english"," ICSA"," Licenciatura en Educación"
"184","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194392066","english"," ICSA"," Licenciatura en Administración de Empresas"
"185","test it fix it","BCC",176290," Licenciatura en Educación","0194392066","english"," ICSA"," Licenciatura en Educación"
"186","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392051","english"," ICSA"," Licenciatura en Administración de Empresas"
"187","test it fix it","BCC",176290," Licenciatura en Educación","9780194392051","english"," ICSA"," Licenciatura en Educación"
"188","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194392058","english"," ICSA"," Licenciatura en Administración de Empresas"
"189","test it fix it","BCC",176290," Licenciatura en Educación","0194392058","english"," ICSA"," Licenciatura en Educación"
"190","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392075","english"," ICSA"," Licenciatura en Administración de Empresas"
"191","test it fix it","BCC",176290," Licenciatura en Educación","9780194392075","english"," ICSA"," Licenciatura en Educación"
"192","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194392074","english"," ICSA"," Licenciatura en Administración de Empresas"
"193","test it fix it","BCC",176290," Licenciatura en Educación","0194392074","english"," ICSA"," Licenciatura en Educación"
"194","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","9780194392082","english"," ICSA"," Licenciatura en Administración de Empresas"
"195","test it fix it","BCC",176290," Licenciatura en Educación","9780194392082","english"," ICSA"," Licenciatura en Educación"
"196","test it fix it","BCC",169313," Licenciatura en Administración de Empresas","0194392082","english"," ICSA"," Licenciatura en Administración de Empresas"
"197","test it fix it","BCC",176290," Licenciatura en Educación","0194392082","english"," ICSA"," Licenciatura en Educación"
"198","history of the english language","BCC",915859,"NULL","9780194233972","english","NULL","IIT"
"199","history of the english language","BCC",915859,"NULL","0194233979","english","NULL","IIT"
"200","history of the english language","BCC",915859,"NULL","9780194236133","english","NULL","IIT"
"201","domine php y mysql","BCC",163988," Ingeniería en Sistemas Computacionales","9789701512692","english"," IIT"," Ingeniería en Sistemas Computacionales"
"202","domine php y mysql","BCC",142322,"  Ingeniería en Sistemas Computacionales","9789701512692","english","  IIT","  Ingeniería en Sistemas Computacionales"
"203","domine php y mysql","BCC",179836," Ingeniería de Software","9789701512692","english"," IIT"," Ingeniería de Software"
"204","domine php y mysql","BCC",163990," Ingeniería en Sistemas Computacionales","9789701512692","english"," IIT"," Ingeniería en Sistemas Computacionales"
"205","domine php y mysql","BCC",124647,"","9789701512692","english","",""
"206","domine php y mysql","BCC",125046," Ingeniería en Sistemas Computacionales","9789701512692","english"," IIT"," Ingeniería en Sistemas Computacionales"
"207","domine php y mysql","BCC",147770," Ingeniería de Software","9789701512692","english"," IIT"," Ingeniería de Software"
"208","domine php y mysql","BCC",147785," Ingeniería de Software","9789701512692","english"," IIT"," Ingeniería de Software"
"209","domine php y mysql","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","9789701512692","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"210","domine php y mysql","BCC",124246,"  Ingeniería de Software","9789701512692","english","  IIT","  Ingeniería de Software"
"211","domine php y mysql","BCC",117456,"","9789701512692","english","",""
"212","domine php y mysql","BCC",119823,"NULL","9789701512692","english","NULL","IIT"
"213","domine php y mysql","BCC",254785,"Ingeniería en Sistemas Computacionales","9789701512692","english","IIT","Ingeniería en Sistemas Computacionales"
"214","vida eterna","BCC",159481," Médico Veterinario Zootecnista","8481643750","english"," ICB"," Médico Veterinario Zootecnista"
"215","vida eterna","BCC",142280," Ingeniería en Sistemas Computacionales","8481643750","english"," IIT"," Ingeniería en Sistemas Computacionales"
"216","vida eterna","BCC",254785,"Licenciatura en Derecho","8481643750","english","ICSA","Licenciatura en Derecho"
"217","vida eterna","BCC",185839," Licenciatura en Derecho","8481643750","english"," ICSA"," Licenciatura en Derecho"
"218","vida eterna","BCC",254785,"Licenciatura en Psicología","8481643750","english","ICSA","Licenciatura en Psicología"
"219","vida eterna","BCC",159481," Médico Veterinario Zootecnista","9788481643756","english"," ICB"," Médico Veterinario Zootecnista"
"220","vida eterna","BCC",142280," Ingeniería en Sistemas Computacionales","9788481643756","english"," IIT"," Ingeniería en Sistemas Computacionales"
"221","vida eterna","BCC",254785,"Licenciatura en Derecho","9788481643756","english","ICSA","Licenciatura en Derecho"
"222","vida eterna","BCC",185839," Licenciatura en Derecho","9788481643756","english"," ICSA"," Licenciatura en Derecho"
"223","vida eterna","BCC",254785,"Licenciatura en Psicología","9788481643756","english","ICSA","Licenciatura en Psicología"
"224","history of the english language","BCC",915859,"NULL","0194236137","english","NULL","IIT"
"225","domine php y mysql","BCC",117102,"Licenciatura en Diseño Gráfico","9789701512692","english","IADA","Licenciatura en Diseño Gráfico"
"226","domine php y mysql","BCC",254785,"NULL","9789701512692","english","NULL","IIT"
"227","domine php y mysql","BCC",254785,"NULL","9789701512692","english","NULL","IIT"
"228","domine php y mysql","BCC",147792," Ingeniería de Software","9789701512692","english"," IIT"," Ingeniería de Software"
"229","domine php y mysql","BCC",163988," Ingeniería en Sistemas Computacionales","9701512693","english"," IIT"," Ingeniería en Sistemas Computacionales"
"230","domine php y mysql","BCC",142322,"  Ingeniería en Sistemas Computacionales","9701512693","english","  IIT","  Ingeniería en Sistemas Computacionales"
"231","domine php y mysql","BCC",179836," Ingeniería de Software","9701512693","english"," IIT"," Ingeniería de Software"
"232","domine php y mysql","BCC",163990," Ingeniería en Sistemas Computacionales","9701512693","english"," IIT"," Ingeniería en Sistemas Computacionales"
"233","domine php y mysql","BCC",124647,"","9701512693","english","",""
"234","domine php y mysql","BCC",125046," Ingeniería en Sistemas Computacionales","9701512693","english"," IIT"," Ingeniería en Sistemas Computacionales"
"235","domine php y mysql","BCC",147770," Ingeniería de Software","9701512693","english"," IIT"," Ingeniería de Software"
"236","domine php y mysql","BCC",147785," Ingeniería de Software","9701512693","english"," IIT"," Ingeniería de Software"
"237","domine php y mysql","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","9701512693","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"238","domine php y mysql","BCC",124246,"  Ingeniería de Software","9701512693","english","  IIT","  Ingeniería de Software"
"239","domine php y mysql","BCC",117456,"","9701512693","english","",""
"240","domine php y mysql","BCC",119823,"NULL","9701512693","english","NULL","IIT"
"241","domine php y mysql","BCC",254785,"Ingeniería en Sistemas Computacionales","9701512693","english","IIT","Ingeniería en Sistemas Computacionales"
"242","domine php y mysql","BCC",117102,"Licenciatura en Diseño Gráfico","9701512693","english","IADA","Licenciatura en Diseño Gráfico"
"243","domine php y mysql","BCC",254785,"NULL","9701512693","english","NULL","IIT"
"244","domine php y mysql","BCC",254785,"NULL","9701512693","english","NULL","IIT"
"245","domine php y mysql","BCC",147792," Ingeniería de Software","9701512693","english"," IIT"," Ingeniería de Software"
"246","diseases of sheep","BCC",168885," Médico Veterinario Zootecnista","9781405134149","english"," ICB"," Médico Veterinario Zootecnista"
"247","diseases of sheep","BCC",200895," Médico Veterinario Zootecnista","9781405134149","english"," ICB"," Médico Veterinario Zootecnista"
"248","mathematics for economists","BCC",254785," Licenciatura en Economía","0393957330","english"," ICSA"," Licenciatura en Economía"
"249","mathematics for economists","BCC",254785," Licenciatura en Economía","0393957330","english"," ICSA"," Licenciatura en Economía"
"250","mathematics for economists","BCC",129522,"  Licenciatura en Psicología","0393957330","english","  ICSA","  Licenciatura en Psicología"
"251","mathematics for economists","BCC",129522,"  Licenciatura en Psicología","0393957330","english","  ICSA","  Licenciatura en Psicología"
"252","mathematics for economists","BCC",254785," Licenciatura en Economía","9780393957334","english"," ICSA"," Licenciatura en Economía"
"253","mathematics for economists","BCC",254785," Licenciatura en Economía","9780393957334","english"," ICSA"," Licenciatura en Economía"
"254","mathematics for economists","BCC",129522,"  Licenciatura en Psicología","9780393957334","english","  ICSA","  Licenciatura en Psicología"
"255","mathematics for economists","BCC",129522,"  Licenciatura en Psicología","9780393957334","english","  ICSA","  Licenciatura en Psicología"
