"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto","test"
"5893","bsava manual of canine and feline oncology","BCC",129196," Médico Veterinario Zootecnista","1905319215","english"," ICB"," Médico Veterinario Zootecnista"
"5894","blackwells fiveminute veterinary consult clinical companion small animal emergency and critical care","BCC",123866,"NULL","9780813820439","english","NULL","IIT"
"5895","blackwells fiveminute veterinary consult clinical companion small animal emergency and critical care","BCC",132469,"NULL","9780813820439","english","NULL","IIT"
"5896","blackwells fiveminute veterinary consult clinical companion small animal emergency and critical care","BCC",123866,"NULL","081382043","english","NULL","IIT"
"5897","blackwells fiveminute veterinary consult clinical companion small animal emergency and critical care","BCC",132469,"NULL","081382043","english","NULL","IIT"
"5898","biology medicine and surgery of elephants","BCC",168971," Médico Veterinario Zootecnista","0813806763","english"," ICB"," Médico Veterinario Zootecnista"
"5899","biology medicine and surgery of elephants","BCC",180265," Médico Veterinario Zootecnista","0813806763","english"," ICB"," Médico Veterinario Zootecnista"
"5900","biology medicine and surgery of elephants","BCC",181323," Médico Veterinario Zootecnista","0813806763","english"," ICB"," Médico Veterinario Zootecnista"
"5901","biology medicine and surgery of elephants","BCC",168971," Médico Veterinario Zootecnista","9780813806761","english"," ICB"," Médico Veterinario Zootecnista"
"5902","biology medicine and surgery of elephants","BCC",180265," Médico Veterinario Zootecnista","9780813806761","english"," ICB"," Médico Veterinario Zootecnista"
"5903","biology medicine and surgery of elephants","BCC",181323," Médico Veterinario Zootecnista","9780813806761","english"," ICB"," Médico Veterinario Zootecnista"
"5904","introduction to sociological theory theorists concepts and their applicability to the twentyfirst century","BCC",129873,"","9781405170024","english","",""
"5905","introduction to sociological theory theorists concepts and their applicability to the twentyfirst century","BCC",129873,"","1405170026","english","",""
"5906","manual of clinical procedures in dogs cats and rabbits and rodents","BCC",168885," Médico Veterinario Zootecnista","9780813813042","english"," ICB"," Médico Veterinario Zootecnista"
"5907","manual of clinical procedures in dogs cats and rabbits and rodents","BCC",195881,"NULL","9780813813042","english","NULL","IIT"
"5908","veterinary emergency and critical care procedures","BCC",123888,"NULL","9780813823317","english","NULL","IIT"
"5909","veterinary emergency and critical care procedures","BCC",123888,"NULL","0813823315","english","NULL","IIT"
"5910","infectious disease management in animal shelters","BCC",156814," Licenciatura en Publicidad","9780813813790","english"," IADA"," Licenciatura en Publicidad"
"5911","infectious disease management in animal shelters","BCC",139607,"NULL","9780813813790","english","NULL","IIT"
"5912","infectious disease management in animal shelters","BCC",156814," Licenciatura en Publicidad","0813813794","english"," IADA"," Licenciatura en Publicidad"
"5913","infectious disease management in animal shelters","BCC",139607,"NULL","0813813794","english","NULL","IIT"
"5914","objectoriented and classical software engineering","BCC",179836," Ingeniería de Software","0071081712","english"," IIT"," Ingeniería de Software"
"5915","objectoriented and classical software engineering","BCC",160306," Ingeniería de Software","0071081712","english"," IIT"," Ingeniería de Software"
"5916","objectoriented and classical software engineering","BCC",179836," Ingeniería de Software","9780071081719","english"," IIT"," Ingeniería de Software"
"5917","objectoriented and classical software engineering","BCC",160306," Ingeniería de Software","9780071081719","english"," IIT"," Ingeniería de Software"
"5918","feminist theory reader local and global perspectives","BCC",180699," Licenciatura en Comercio Exterior","9780415521017","english"," ICSA"," Licenciatura en Comercio Exterior"
"5919","feminist theory reader local and global perspectives","BCC",180645," Licenciatura en Comercio Exterior","9780415521017","english"," ICSA"," Licenciatura en Comercio Exterior"
"5920","feminist theory reader local and global perspectives","BCC",168864," Licenciatura en Químico Farmacéutico Biólogo","9780415521017","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5921","feminist theory reader local and global perspectives","BCC",169236," Licenciatura en Psicología","9780415521017","english"," ICSA"," Licenciatura en Psicología"
"5922","feminist theory reader local and global perspectives","BCC",180699," Licenciatura en Comercio Exterior","0415521017","english"," ICSA"," Licenciatura en Comercio Exterior"
"5923","feminist theory reader local and global perspectives","BCC",180645," Licenciatura en Comercio Exterior","0415521017","english"," ICSA"," Licenciatura en Comercio Exterior"
"5924","feminist theory reader local and global perspectives","BCC",168864," Licenciatura en Químico Farmacéutico Biólogo","0415521017","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5925","feminist theory reader local and global perspectives","BCC",169236," Licenciatura en Psicología","0415521017","english"," ICSA"," Licenciatura en Psicología"
"5926","feminist theory reader local and global perspectives","BCC",180699," Licenciatura en Comercio Exterior","9780415521024","english"," ICSA"," Licenciatura en Comercio Exterior"
"5927","feminist theory reader local and global perspectives","BCC",180645," Licenciatura en Comercio Exterior","9780415521024","english"," ICSA"," Licenciatura en Comercio Exterior"
"5928","feminist theory reader local and global perspectives","BCC",168864," Licenciatura en Químico Farmacéutico Biólogo","9780415521024","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5929","feminist theory reader local and global perspectives","BCC",169236," Licenciatura en Psicología","9780415521024","english"," ICSA"," Licenciatura en Psicología"
"5930","feminist theory reader local and global perspectives","BCC",180699," Licenciatura en Comercio Exterior","0415521025","english"," ICSA"," Licenciatura en Comercio Exterior"
"5931","feminist theory reader local and global perspectives","BCC",180645," Licenciatura en Comercio Exterior","0415521025","english"," ICSA"," Licenciatura en Comercio Exterior"
"5932","feminist theory reader local and global perspectives","BCC",168864," Licenciatura en Químico Farmacéutico Biólogo","0415521025","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5933","feminist theory reader local and global perspectives","BCC",169236," Licenciatura en Psicología","0415521025","english"," ICSA"," Licenciatura en Psicología"
"5934","feminist theory reader local and global perspectives","BCC",180699," Licenciatura en Comercio Exterior","9780203598313","english"," ICSA"," Licenciatura en Comercio Exterior"
"5935","feminist theory reader local and global perspectives","BCC",180645," Licenciatura en Comercio Exterior","9780203598313","english"," ICSA"," Licenciatura en Comercio Exterior"
"5936","feminist theory reader local and global perspectives","BCC",168864," Licenciatura en Químico Farmacéutico Biólogo","9780203598313","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5937","feminist theory reader local and global perspectives","BCC",169236," Licenciatura en Psicología","9780203598313","english"," ICSA"," Licenciatura en Psicología"
"5938","gender equality and education from international and comparative perspectives","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","9781781901519","english"," ICSA"," Licenciatura en Pedagogía del Inglés como segunda lengua"
"5939","gender equality and education from international and comparative perspectives","BCC",168730," Licenciatura en Químico Farmacéutico Biólogo","9781781901519","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5940","gender equality and education from international and comparative perspectives","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","1781901511","english"," ICSA"," Licenciatura en Pedagogía del Inglés como segunda lengua"
"5941","gender equality and education from international and comparative perspectives","BCC",168730," Licenciatura en Químico Farmacéutico Biólogo","1781901511","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5942","advertising and promotion an integrated marketing communications perspective","BCC",155332," Licenciatura en Publicidad","9780073404868","english"," IADA"," Licenciatura en Publicidad"
"5943","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780073404868","english","NULL","IIT"
"5944","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780073404868","english","NULL","IIT"
"5945","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780073404868","english","NULL","IIT"
"5946","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780073404868","english","NULL","IIT"
"5947","advertising and promotion an integrated marketing communications perspective","BCC",913832,"NULL","9780073404868","english","NULL","IIT"
"5948","advertising and promotion an integrated marketing communications perspective","BCC",155332," Licenciatura en Publicidad","0073404861","english"," IADA"," Licenciatura en Publicidad"
"5949","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0073404861","english","NULL","IIT"
"5950","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0073404861","english","NULL","IIT"
"5951","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0073404861","english","NULL","IIT"
"5952","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0073404861","english","NULL","IIT"
"5953","advertising and promotion an integrated marketing communications perspective","BCC",913832,"NULL","0073404861","english","NULL","IIT"
"5954","advertising and promotion an integrated marketing communications perspective","BCC",155332," Licenciatura en Publicidad","9780071314404","english"," IADA"," Licenciatura en Publicidad"
"5955","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780071314404","english","NULL","IIT"
"5956","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780071314404","english","NULL","IIT"
"5957","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780071314404","english","NULL","IIT"
"5958","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","9780071314404","english","NULL","IIT"
"5959","advertising and promotion an integrated marketing communications perspective","BCC",913832,"NULL","9780071314404","english","NULL","IIT"
"5960","advertising and promotion an integrated marketing communications perspective","BCC",155332," Licenciatura en Publicidad","0071314407","english"," IADA"," Licenciatura en Publicidad"
"5961","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0071314407","english","NULL","IIT"
"5962","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0071314407","english","NULL","IIT"
"5963","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0071314407","english","NULL","IIT"
"5964","advertising and promotion an integrated marketing communications perspective","BCC",11084,"NULL","0071314407","english","NULL","IIT"
"5965","advertising and promotion an integrated marketing communications perspective","BCC",913832,"NULL","0071314407","english","NULL","IIT"
"5966","principles of biostatistics","BCC",168730," Licenciatura en Químico Farmacéutico Biólogo","9780534229023","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5967","principles of biostatistics","BCC",168730," Licenciatura en Químico Farmacéutico Biólogo","0534229026","english"," ICB"," Licenciatura en Químico Farmacéutico Biólogo"
"5968","introduccion al derecho","BCC",188761," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"5969","introduccion al derecho","BCC",169033," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5970","introduccion al derecho","BCC",180757," Licenciatura en Trabajo Social","9786071502803","english"," ICSA"," Licenciatura en Trabajo Social"
"5971","introduccion al derecho","BCC",913383,"NULL","9786071502803","english","NULL","IIT"
"5972","introduccion al derecho","BCC",140616,"  Licenciatura en Derecho","9786071502803","english","  ICSA","  Licenciatura en Derecho"
"5973","introduccion al derecho","BCC",159429," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5974","introduccion al derecho","BCC",159847,"NULL","9786071502803","english","NULL","IIT"
"5975","introduccion al derecho","BCC",159578," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"5976","introduccion al derecho","BCC",159752," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"5977","introduccion al derecho","BCC",190767," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"5978","introduccion al derecho","BCC",143712,"NULL","9786071502803","english","NULL","IIT"
"5979","introduccion al derecho","BCC",140570," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5980","introduccion al derecho","BCC",169595," Licenciatura en Educación","9786071502803","english"," ICSA"," Licenciatura en Educación"
"5981","introduccion al derecho","BCC",173584," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5982","introduccion al derecho","BCC",151406," Licenciatura en Contaduría","9786071502803","english"," ICSA"," Licenciatura en Contaduría"
"5983","introduccion al derecho","BCC",163522," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"5984","introduccion al derecho","BCC",143741,"NULL","9786071502803","english","NULL","IIT"
"5985","introduccion al derecho","BCC",163621,"  Licenciatura  en Administración de Empresas","9786071502803","english","  ICSA","  Licenciatura  en Administración de Empresas"
"5986","introduccion al derecho","BCC",143712,"NULL","9786071502803","english","NULL","IIT"
"5987","introduccion al derecho","BCC",180511," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5988","introduccion al derecho","BCC",254785,"NULL","9786071502803","english","NULL","IIT"
"5989","introduccion al derecho","BCC",139995,"  Licenciatura en Comercio Exterior","9786071502803","english","  ICSA","  Licenciatura en Comercio Exterior"
"5990","introduccion al derecho","BCC",190774," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5991","introduccion al derecho","BCC",190774," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5992","introduccion al derecho","BCC",173525," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5993","introduccion al derecho","BCC",173512," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5994","introduccion al derecho","BCC",163522," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"5995","introduccion al derecho","BCC",168853," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5996","introduccion al derecho","BCC",146604," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5997","introduccion al derecho","BCC",146604," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"5998","introduccion al derecho","BCC",129818,"","9786071502803","english","",""
"5999","introduccion al derecho","BCC",130832,"NULL","9786071502803","english","NULL","IIT"
"6000","introduccion al derecho","BCC",143702,"NULL","9786071502803","english","NULL","IIT"
"6001","introduccion al derecho","BCC",180540," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6002","introduccion al derecho","BCC",159371," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6003","introduccion al derecho","BCC",140714,"","9786071502803","english","",""
"6004","introduccion al derecho","BCC",126547," Licenciatura en Derecho ","9786071502803","english"," ICSA "," Licenciatura en Derecho "
"6005","introduccion al derecho","BCC",163615,"NULL","9786071502803","english","NULL","IIT"
"6006","introduccion al derecho","BCC",159851,"NULL","9786071502803","english","NULL","IIT"
"6007","introduccion al derecho","BCC",153329," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"6008","introduccion al derecho","BCC",159425," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6009","introduccion al derecho","BCC",159425," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6010","introduccion al derecho","BCC",159357,"NULL","9786071502803","english","NULL","IIT"
"6011","introduccion al derecho","BCC",146856,"  Licenciatura en Derecho","9786071502803","english","  ICSA","  Licenciatura en Derecho"
"6012","introduccion al derecho","BCC",140007,"","9786071502803","english","",""
"6013","introduccion al derecho","BCC",147869," Ingeniería en Sistemas Computacionales","9786071502803","english"," IIT"," Ingeniería en Sistemas Computacionales"
"6014","introduccion al derecho","BCC",159905," Licenciatura en Contaduría","9786071502803","english"," ICSA"," Licenciatura en Contaduría"
"6015","introduccion al derecho","BCC",159652," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"6016","introduccion al derecho","BCC",129281,"  Licenciatura en Derecho","9786071502803","english","  ICSA","  Licenciatura en Derecho"
"6017","introduccion al derecho","BCC",254785," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6018","introduccion al derecho","BCC",169322," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"6019","introduccion al derecho","BCC",180795," Licenciatura en Trabajo Social","9786071502803","english"," ICSA"," Licenciatura en Trabajo Social"
"6020","introduccion al derecho","BCC",169004," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6021","introduccion al derecho","BCC",190860," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6022","introduccion al derecho","BCC",163434,"NULL","9786071502803","english","NULL","IIT"
"6023","introduccion al derecho","BCC",169034," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6024","introduccion al derecho","BCC",180219," Licenciatura en Trabajo Social","9786071502803","english"," ICSA"," Licenciatura en Trabajo Social"
"6025","introduccion al derecho","BCC",166346,"NULL","9786071502803","english","NULL","IIT"
"6026","introduccion al derecho","BCC",166346,"NULL","9786071502803","english","NULL","IIT"
"6027","introduccion al derecho","BCC",159380," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6028","introduccion al derecho","BCC",159380," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6029","introduccion al derecho","BCC",913860,"NULL","9786071502803","english","NULL","IIT"
"6030","introduccion al derecho","BCC",181346," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6031","introduccion al derecho","BCC",140107,"","9786071502803","english","",""
"6032","introduccion al derecho","BCC",159539," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6033","introduccion al derecho","BCC",173559," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6034","introduccion al derecho","BCC",173559," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6035","introduccion al derecho","BCC",191529," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"6036","introduccion al derecho","BCC",180744," Licenciatura en Trabajo Social","9786071502803","english"," ICSA"," Licenciatura en Trabajo Social"
"6037","introduccion al derecho","BCC",159365," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6038","introduccion al derecho","BCC",184473," Licenciatura en Derecho","9786071502803","english"," ICSA"," Licenciatura en Derecho"
"6039","introduccion al derecho","BCC",147455," Licenciatura en Contaduría","9786071502803","english"," ICSA"," Licenciatura en Contaduría"
"6040","introduccion al derecho","BCC",146732," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6041","introduccion al derecho","BCC",159735," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"6042","introduccion al derecho","BCC",160033," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"6043","introduccion al derecho","BCC",181021," Licenciatura en Administración de Empresas","9786071502803","english"," ICSA"," Licenciatura en Administración de Empresas"
"6044","introduccion al derecho","BCC",913967,"ACTUALIZAR DATOS, DIRECCION, CORREO ELECTRONICO, ETC","9786071502803","english","ACTUALIZAR DATOS, DIRECCION, CORREO ELECTRONICO, ETC","ACTUALIZAR DATOS, DIRECCION, CORREO ELECTRONICO, ETC"
"6045","introduccion al derecho","BCC",190709," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6046","introduccion al derecho","BCC",124085," Licenciatura en Comercio Exterior","9786071502803","english"," ICSA"," Licenciatura en Comercio Exterior"
"6047","erasing death the science that is rewriting the boundaries between life and death","BCC",168717," Licenciatura en Enfermería","9780062080608","english"," ICB"," Licenciatura en Enfermería"
"6048","erasing death the science that is rewriting the boundaries between life and death","BCC",168717," Licenciatura en Enfermería","9780062080608","english"," ICB"," Licenciatura en Enfermería"
"6049","erasing death the science that is rewriting the boundaries between life and death","BCC",168717," Licenciatura en Enfermería","9780062080608","english"," ICB"," Licenciatura en Enfermería"
"6050","erasing death the science that is rewriting the boundaries between life and death","BCC",168717," Licenciatura en Enfermería","0062080601","english"," ICB"," Licenciatura en Enfermería"
"6051","erasing death the science that is rewriting the boundaries between life and death","BCC",168717," Licenciatura en Enfermería","0062080601","english"," ICB"," Licenciatura en Enfermería"
"6052","erasing death the science that is rewriting the boundaries between life and death","BCC",168717," Licenciatura en Enfermería","0062080601","english"," ICB"," Licenciatura en Enfermería"
"6053","numerical modelling in robotics","BCC",153967,"NULL","9788494211881","english","NULL","IIT"
"6054","numerical modelling in robotics","BCC",159675,"NULL","9788494211881","english","NULL","IIT"
"6055","world development report 2009 reshaping economic geography","BCC",109647,"","9780821376409","english","",""
"6056","world development report 2009 reshaping economic geography","BCC",109647,"","0821376403","english","",""
"6057","world development report 2009 reshaping economic geography","BCC",109647,"","0821376071","english","",""
"6058","world development report 2009 reshaping economic geography","BCC",109647,"","9780821376072","english","",""
"6059","introduction to robotics analysis systems applications","BCC",254785,"  Ingeniería en Mecatrónica","0130613096","english","  IIT","  Ingeniería en Mecatrónica"
"6060","introduction to robotics analysis systems applications","BCC",160173," Ingeniería en Mecatrónica","0130613096","english"," IIT"," Ingeniería en Mecatrónica"
"6061","introduction to robotics analysis systems applications","BCC",169994," Ingeniería en Sistemas Computacionales","0130613096","english"," IIT"," Ingeniería en Sistemas Computacionales"
"6062","introduction to robotics analysis systems applications","BCC",179645," Ingeniería en Mecatrónica","0130613096","english"," IIT"," Ingeniería en Mecatrónica"
"6063","introduction to robotics analysis systems applications","BCC",132203,"","0130613096","english","",""
"6064","introduction to robotics analysis systems applications","BCC",141768,"  Ingeniería en Mecatrónica","0130613096","english","  IIT","  Ingeniería en Mecatrónica"
"6065","introduction to molecular thermodynamics","BCC",147542," Ingeniería Industrial y de Sistemas","9781891389498","english"," IIT"," Ingeniería Industrial y de Sistemas"
"6066","introduction to molecular thermodynamics","BCC",110723,"","9781891389498","english","",""
"6067","introduction to molecular thermodynamics","BCC",129748,"  Licenciatura en Químico Fármaco Biólogo","9781891389498","english","  ICB","  Licenciatura en Químico Fármaco Biólogo"
"6068","introduction to molecular thermodynamics","BCC",147542," Ingeniería Industrial y de Sistemas","1891389491","english"," IIT"," Ingeniería Industrial y de Sistemas"
"6069","introduction to molecular thermodynamics","BCC",110723,"","1891389491","english","",""
"6070","introduction to molecular thermodynamics","BCC",129748,"  Licenciatura en Químico Fármaco Biólogo","1891389491","english","  ICB","  Licenciatura en Químico Fármaco Biólogo"
"6071","numerical modelling in robotics","BCC",153967,"NULL","8494211889","english","NULL","IIT"
"6072","numerical modelling in robotics","BCC",159675,"NULL","8494211889","english","NULL","IIT"
"6073","running money professional portfolio management","BCC",254785,"NULL","9780073530581","english","NULL","IIT"
"6074","running money professional portfolio management","BCC",254785,"NULL","0073530581","english","NULL","IIT"
"6075","surface analysis the principal techniques","BCC",17049,"NULL","9780470017630","english","NULL","IIT"
"6076","surface analysis the principal techniques","BCC",17049,"NULL","0470017635","english","NULL","IIT"
"6077","surface analysis the principal techniques","BCC",17049,"NULL","9780470017647","english","NULL","IIT"
"6078","surface analysis the principal techniques","BCC",17049,"NULL","0470017643","english","NULL","IIT"
"6079","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","9781615209637","english","NULL","IIT"
"6080","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","9781615209637","english","NULL","IIT"
"6081","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","1615209638","english","NULL","IIT"
"6082","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","1615209638","english","NULL","IIT"
"6083","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","9781615209644","english","NULL","IIT"
"6084","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","9781615209644","english","NULL","IIT"
"6085","mathematics for economic analysis","BCC",254785," Licenciatura en Economía","013583600","english"," ICSA"," Licenciatura en Economía"
"6086","mathematics for economic analysis","BCC",254785," Licenciatura en Economía","013583600","english"," ICSA"," Licenciatura en Economía"
"6087","mathematics for economic analysis","BCC",254785," Licenciatura en Economía","9780135836002","english"," ICSA"," Licenciatura en Economía"
"6088","mathematics for economic analysis","BCC",254785," Licenciatura en Economía","9780135836002","english"," ICSA"," Licenciatura en Economía"
"6089","optimization in economic theory","BCC",184280," Licenciatura en Entrenamiento Deportivo","0198772114","english"," ICB"," Licenciatura en Entrenamiento Deportivo"
"6090","optimization in economic theory","BCC",184280," Licenciatura en Entrenamiento Deportivo","9780198772118","english"," ICB"," Licenciatura en Entrenamiento Deportivo"
"6091","optimization in economic theory","BCC",184280," Licenciatura en Entrenamiento Deportivo","0198772106","english"," ICB"," Licenciatura en Entrenamiento Deportivo"
"6092","optimization in economic theory","BCC",184280," Licenciatura en Entrenamiento Deportivo","9780198772101","english"," ICB"," Licenciatura en Entrenamiento Deportivo"
"6093","principles of biochemistry","BCC",129177,"","0879015004","english","",""
"6094","principles of biochemistry","BCC",129094,"NULL","0879015004","english","NULL","IIT"
"6095","principles of biochemistry","BCC",127022,"","0879015004","english","",""
"6096","principles of biochemistry","BCC",127164,"NULL","0879015004","english","NULL","IIT"
"6097","principles of biochemistry","BCC",139028,"NULL","0879015004","english","NULL","IIT"
"6098","principles of biochemistry","BCC",127230,"  Licenciatura en Entrenamiento Deportivo","0879015004","english","  ICB","  Licenciatura en Entrenamiento Deportivo"
"6099","principles of biochemistry","BCC",163833," Médico Veterinario Zootecnista","0879015004","english"," ICB"," Médico Veterinario Zootecnista"
"6100","principles of biochemistry","BCC",163833," Médico Veterinario Zootecnista","0879015004","english"," ICB"," Médico Veterinario Zootecnista"
"6101","principles of biochemistry","BCC",168957," Médico Veterinario Zootecnista","0879015004","english"," ICB"," Médico Veterinario Zootecnista"
"6102","principles of biochemistry","BCC",254785," Licenciatura en Químico Fármaco Biólogo","0879015004","english"," ICB"," Licenciatura en Químico Fármaco Biólogo"
"6103","principles of biochemistry","BCC",254785,"  Licenciatura en Enfermería","0879015004","english","  ICB","  Licenciatura en Enfermería"
"6104","principles of biochemistry","BCC",127008,"MEDICO FARMACO BIOLOGO","0879015004","english","MEDICO FARMACO BIOLOGO","MEDICO FARMACO BIOLOGO"
"6105","best test preparation for the toefl test of english as a foreign language","BCC",159391," Licenciatura en Derecho","0878917845","english"," ICSA"," Licenciatura en Derecho"
"6106","best test preparation for the toefl test of english as a foreign language","BCC",180510," Licenciatura en Gerontología","0878917845","english"," ICB"," Licenciatura en Gerontología"
"6107","best test preparation for the toefl test of english as a foreign language","BCC",159391," Licenciatura en Derecho","9780878917846","english"," ICSA"," Licenciatura en Derecho"
"6108","best test preparation for the toefl test of english as a foreign language","BCC",180510," Licenciatura en Gerontología","9780878917846","english"," ICB"," Licenciatura en Gerontología"
"6109","lactation and the mammary gland","BCC",168513," Licenciatura en Nutrición","0813829925","english"," ICB"," Licenciatura en Nutrición"
"6110","operations management processes and supply chains","BCC",147579," Ingeniería Industrial y de Sistemas","9780136065760","english"," IIT"," Ingeniería Industrial y de Sistemas"
"6111","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","1615209646","english","NULL","IIT"
"6112","webbased education concepts methodologies tools and applications","BCC",912599,"NULL","1615209646","english","NULL","IIT"
"6113","invention of solitude","BCC",179645," Ingeniería en Mecatrónica","9780143112228","english"," IIT"," Ingeniería en Mecatrónica"
"6114","invention of solitude","BCC",179645," Ingeniería en Mecatrónica","0143112228","english"," IIT"," Ingeniería en Mecatrónica"
"6115","manufacturing technology materials processes and equipment","BCC",147616," Ingeniería en Mecatrónica","9781439810859","english"," IIT"," Ingeniería en Mecatrónica"
"6116","manufacturing technology materials processes and equipment","BCC",254785,"NULL","9781439810859","english","NULL","IIT"
"6117","manufacturing technology materials processes and equipment","BCC",147616," Ingeniería en Mecatrónica","1439810850","english"," IIT"," Ingeniería en Mecatrónica"
"6118","manufacturing technology materials processes and equipment","BCC",254785,"NULL","1439810850","english","NULL","IIT"
"6119","gerontological nursing concepts and practice","BCC",135272," Licenciatura en Gerontología","072163785","english"," ICB"," Licenciatura en Gerontología"
"6120","gerontological nursing concepts and practice","BCC",135272," Licenciatura en Gerontología","9780721637853","english"," ICB"," Licenciatura en Gerontología"
