"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto"
"8245","q skills for success reading and writing","BCC",143911,"","9780194756358","english",""
"8246","q skills for success reading and writing","BCC",143911,"","9780194756358","english",""
"8247","q skills for success reading and writing","BCC",143775,"","9780194756358","english",""
"8248","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756358","english"," ICSA"
"8249","q skills for success reading and writing","BCC",147760,"NULL","9780194756358","english","NULL"
"8250","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756365","english"," ICSA"
"8251","q skills for success reading and writing","BCC",140122,"  Licenciatura en Psicología","9780194756365","english","  ICSA"
"8252","q skills for success reading and writing","BCC",143911,"","9780194756365","english",""
"8253","q skills for success reading and writing","BCC",143911,"","9780194756365","english",""
"8254","q skills for success reading and writing","BCC",143911,"","9780194756365","english",""
"8255","q skills for success reading and writing","BCC",143911,"","9780194756365","english",""
"8256","q skills for success reading and writing","BCC",143911,"","9780194756365","english",""
"8257","q skills for success reading and writing","BCC",143775,"","9780194756365","english",""
"8258","q skills for success reading and writing","BCC",254785," Licenciatura en Pedagogía del Inglés como segunda lengua","9780194756365","english"," ICSA"
"8259","q skills for success reading and writing","BCC",147760,"NULL","9780194756365","english","NULL"
"8260","tenis aprender y progresar","BCC",163596," Licenciatura en Entrenamiento Deportivo","8499102395","english"," ICB"
"8261","second language acquisition an introductory course","BCC",180995," Licenciatura en Administración de Empresas","9780415894951","english"," ICSA"
"8262","second language acquisition an introductory course","BCC",147442," Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894951","english"," ICSA"
"8263","second language acquisition an introductory course","BCC",129873,"","9780415894951","english",""
"8264","second language acquisition an introductory course","BCC",124370,"NULL","9780415894951","english","NULL"
"8265","second language acquisition an introductory course","BCC",124618,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894951","english","  ICSA"
"8266","second language acquisition an introductory course","BCC",147354,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780415894951","english","  ICSA"
"8267","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0415894956","english","  ICSA"
"8268","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0415894956","english","  ICSA"
"8269","second language acquisition an introductory course","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","0415894956","english"," ICSA"
"8270","second language acquisition an introductory course","BCC",180995," Licenciatura en Administración de Empresas","0415894956","english"," ICSA"
"8271","second language acquisition an introductory course","BCC",147442," Licenciatura en Pedagogía del Inglés como segunda lengua","0415894956","english"," ICSA"
"8272","second language acquisition an introductory course","BCC",129873,"","0415894956","english",""
"8273","second language acquisition an introductory course","BCC",124370,"NULL","0415894956","english","NULL"
"8274","second language acquisition an introductory course","BCC",124618,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0415894956","english","  ICSA"
"8275","second language acquisition an introductory course","BCC",147354,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0415894956","english","  ICSA"
"8276","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780203137093","english","  ICSA"
"8277","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780203137093","english","  ICSA"
"8278","second language acquisition an introductory course","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","9780203137093","english"," ICSA"
"8279","second language acquisition an introductory course","BCC",180995," Licenciatura en Administración de Empresas","9780203137093","english"," ICSA"
"8280","second language acquisition an introductory course","BCC",147442," Licenciatura en Pedagogía del Inglés como segunda lengua","9780203137093","english"," ICSA"
"8281","second language acquisition an introductory course","BCC",129873,"","9780203137093","english",""
"8282","second language acquisition an introductory course","BCC",124370,"NULL","9780203137093","english","NULL"
"8283","second language acquisition an introductory course","BCC",124618,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780203137093","english","  ICSA"
"8284","female sexual slavery","BCC",181157," Licenciatura en Psicología","0814710697","english"," ICSA"
"8285","female sexual slavery","BCC",173806," Licenciatura en Derecho","0814710697","english"," ICSA"
"8286","female sexual slavery","BCC",173806," Licenciatura en Derecho","0814710697","english"," ICSA"
"8287","female sexual slavery","BCC",117571,"Licenciatura en Diseño Gráfico","9780814710692","english","IADA"
"8288","female sexual slavery","BCC",181157," Licenciatura en Psicología","9780814710692","english"," ICSA"
"8289","female sexual slavery","BCC",173806," Licenciatura en Derecho","9780814710692","english"," ICSA"
"8290","female sexual slavery","BCC",173806," Licenciatura en Derecho","9780814710692","english"," ICSA"
"8291","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",135575,"NULL","847506633","english","NULL"
"8292","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",181258," Licenciatura en Administración de Empresas","847506633","english"," ICSA"
"8293","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",135575,"NULL","9788475066332","english","NULL"
"8294","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",181258," Licenciatura en Administración de Empresas","9788475066332","english"," ICSA"
"8295","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0679844074","english"," ICSA"
"8296","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780679844075","english"," ICSA"
"8297","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0679944079","english"," ICSA"
"8298","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780679944072","english"," ICSA"
"8299","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0785716718","english"," ICSA"
"8300","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780785716716","english"," ICSA"
"8301","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780780725461","english"," ICSA"
"8302","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0780725468","english"," ICSA"
"8303","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","143958852","english"," ICSA"
"8304","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9781439588529","english"," ICSA"
"8305","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0590638874","english"," ICSA"
"8306","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780590638876","english"," ICSA"
"8307","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780439077705","english"," ICSA"
"8308","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0439077702","english"," ICSA"
"8309","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780758761583","english"," ICSA"
"8310","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0758761589","english"," ICSA"
"8311","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780605066427","english"," ICSA"
"8312","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0605066426","english"," ICSA"
"8313","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","0329031112","english"," ICSA"
"8314","junie b jones and her big fat mouth","BCC",181067," Licenciatura en Educación","9780329031114","english"," ICSA"
"8315","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",135575,"NULL","9681671147","english","NULL"
"8316","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",181258," Licenciatura en Administración de Empresas","9681671147","english"," ICSA"
"8317","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",135575,"NULL","9789681671143","english","NULL"
"8318","caminos a lo absoluto mondrian malevich kandinsky pollock newman rothko y still","BCC",181258," Licenciatura en Administración de Empresas","9789681671143","english"," ICSA"
"8319","second language acquisition an introductory course","BCC",147354,"  Licenciatura en Pedagogía del Inglés como segunda lengua","9780203137093","english","  ICSA"
"8320","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0203137094","english","  ICSA"
"8321","second language acquisition an introductory course","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0203137094","english","  ICSA"
"8322","second language acquisition an introductory course","BCC",147419," Licenciatura en Pedagogía del Inglés como segunda lengua","0203137094","english"," ICSA"
"8323","second language acquisition an introductory course","BCC",180995," Licenciatura en Administración de Empresas","0203137094","english"," ICSA"
"8324","second language acquisition an introductory course","BCC",147442," Licenciatura en Pedagogía del Inglés como segunda lengua","0203137094","english"," ICSA"
"8325","second language acquisition an introductory course","BCC",129873,"","0203137094","english",""
"8326","second language acquisition an introductory course","BCC",124370,"NULL","0203137094","english","NULL"
"8327","second language acquisition an introductory course","BCC",124618,"  Licenciatura en Pedagogía del Inglés como segunda lengua","0203137094","english","  ICSA"
